Student_ID,Gender,Age,Branch,Year,Attendance,Study_Hours,Coding_Hours,Assignment_Score,Internal_Marks,Final_Exam,CGPA,Projects,Certifications,Internship,Extra_Curricular,Placement,Company_Tier,Salary_LPA
STU0896,Male,22,ECE,1,74.0,4.4,2.3,54.9,63.9,94.3,7.96,0,3,No,No,No,Not Placed,0.0
STU0897,Male,18,ECE,4,77.9,4.1,3.2,57.6,78.2,78.8,7.34,0,4,No,Yes,Yes,Tier 3,4.97
STU0898,Female,23,IT,4,75.6,3.9,1.7,62.8,51.6,76.6,6.74,0,1,No,Yes,No,Not Placed,0.0
STU0899,Male,18,IT,2,80.8,4.1,0.8,79.9,83.9,85.6,8.63,4,1,No,No,Yes,Tier 2,9.91
STU0900,Male,20,CSE,1,95.5,2.3,2.4,79.6,80.8,67.5,7.58,1,3,Yes,Yes,Yes,Tier 3,6.03
STU0901,Male,19,Mechanical,4,70.3,5.9,3.1,49.4,65.0,95.4,8.41,2,6,Yes,Yes,Yes,Tier 2,13.48
STU0902,Male,22,ECE,3,70.9,4.9,2.7,70.6,78.4,93.9,8.68,1,3,Yes,Yes,No,Not Placed,0.0
STU0903,Male,23,ECE,1,80.1,4.5,1.2,69.0,52.9,95.9,7.4,3,1,Yes,No,Yes,Tier 3,5.34
STU0904,Female,19,IT,1,71.1,5.6,2.7,76.2,74.2,97.9,7.72,1,4,No,Yes,No,Not Placed,0.0
STU0905,Male,22,CSE,1,74.1,4.1,3.5,61.8,85.2,83.8,8.45,3,2,No,Yes,Yes,Tier 2,13.46
STU0906,Female,22,Mechanical,4,84.7,3.5,2.8,64.3,66.4,86.8,7.6,7,3,Yes,No,Yes,Tier 3,4.06
STU0907,Female,22,IT,2,81.6,4.1,1.4,83.7,72.2,100.0,8.64,0,5,Yes,No,Yes,Tier 2,8.39
STU0908,Male,19,ECE,2,85.5,5.6,2.6,80.1,81.4,100.0,9.2,6,4,Yes,No,Yes,Tier 1,17.54
STU0909,Male,23,ECE,3,86.7,2.7,5.1,59.0,65.8,63.7,6.58,1,3,Yes,Yes,Yes,Tier 3,5.79
STU0910,Male,21,IT,4,92.7,5.6,0.9,78.9,83.3,100.0,8.39,0,4,Yes,Yes,Yes,Tier 2,10.57
STU0911,Female,19,CSE,1,85.0,2.2,4.1,58.1,99.0,54.1,6.93,3,1,No,No,No,Not Placed,0.0
STU0912,Male,22,CSE,3,91.6,4.4,0.0,83.0,83.4,100.0,8.69,0,3,No,Yes,No,Not Placed,0.0
STU0913,Female,23,CSE,3,82.9,5.0,1.7,61.7,78.8,81.9,7.28,1,0,No,Yes,No,Not Placed,0.0
STU0914,Male,20,Mechanical,2,85.1,4.6,1.9,61.8,67.9,100.0,8.38,1,2,No,No,No,Not Placed,0.0
STU0915,Female,18,CSE,1,85.0,5.1,4.1,82.8,88.1,100.0,9.0,1,3,Yes,Yes,Yes,Tier 1,25.86
STU0916,Male,22,CSE,1,84.3,3.6,5.2,74.7,55.3,81.9,7.29,2,5,No,Yes,No,Not Placed,0.0
STU0917,Male,20,Mechanical,4,83.6,2.3,4.2,76.9,76.5,87.6,7.32,1,3,No,Yes,No,Not Placed,0.0
STU0918,Female,21,CSE,4,96.6,5.1,3.3,74.3,90.6,87.6,8.9,3,6,Yes,Yes,Yes,Tier 2,14.95
STU0919,Female,22,ECE,4,87.6,6.0,4.1,72.5,58.8,100.0,8.02,0,2,Yes,No,No,Not Placed,0.0
STU0920,Male,20,IT,3,78.4,3.6,0.5,80.7,58.1,76.3,6.81,2,4,Yes,Yes,No,Not Placed,0.0
STU0921,Female,22,CSE,1,100.0,4.6,3.8,82.6,73.2,97.1,8.54,2,2,Yes,Yes,Yes,Tier 2,13.59
STU0922,Male,19,IT,2,79.0,2.8,0.8,87.1,85.5,76.4,8.08,4,2,No,No,Yes,Tier 2,13.72
STU0923,Female,23,CSE,3,82.0,2.7,1.4,68.5,70.9,60.8,6.3,0,3,Yes,Yes,No,Not Placed,0.0
STU0924,Female,20,Mechanical,3,75.4,3.9,3.1,74.1,79.9,76.6,7.64,2,1,No,Yes,No,Not Placed,0.0
STU0925,Male,23,ECE,2,87.7,2.9,0.6,82.1,84.7,82.7,7.81,1,6,Yes,Yes,Yes,Tier 3,7.95
STU0926,Male,19,CSE,2,95.5,3.9,4.3,79.1,69.5,93.6,7.86,2,0,No,Yes,Yes,Tier 3,5.85
STU0927,Male,19,CSE,4,70.1,7.4,2.5,74.5,66.9,100.0,8.42,1,1,Yes,No,Yes,Tier 2,14.77
STU0928,Male,23,IT,2,79.8,3.0,0.5,64.6,73.1,70.8,6.88,0,0,Yes,No,No,Not Placed,0.0
STU0929,Female,20,CSE,2,90.9,4.2,4.8,81.9,84.5,89.6,8.54,5,2,No,No,Yes,Tier 2,12.09
STU0930,Male,23,CSE,2,73.5,1.7,2.1,57.1,73.6,50.3,6.05,4,1,Yes,Yes,Yes,Tier 3,6.71
STU0931,Male,23,ECE,2,86.6,4.4,2.3,62.5,77.8,98.1,8.94,1,5,Yes,Yes,Yes,Tier 2,8.21
STU0932,Female,18,Mechanical,4,71.6,3.0,2.2,64.7,80.1,71.9,7.22,3,3,Yes,Yes,Yes,Tier 3,5.87
STU0933,Female,20,IT,3,85.3,4.2,0.0,70.9,86.9,88.8,9.28,4,3,No,No,Yes,Tier 1,29.62
STU0934,Male,18,Mechanical,1,82.6,4.1,4.4,61.6,64.7,87.3,7.96,1,0,Yes,No,No,Not Placed,0.0
STU0935,Male,22,Civil,1,100.0,4.0,2.5,86.1,81.4,93.7,8.31,1,4,No,No,No,Not Placed,0.0
STU0936,Male,23,CSE,3,88.0,2.7,2.7,85.9,79.3,79.8,7.39,0,0,Yes,Yes,No,Not Placed,0.0
STU0937,Male,22,Mechanical,1,64.6,3.5,3.5,57.9,68.0,80.6,7.67,5,2,Yes,No,Yes,Tier 3,7.73
STU0938,Female,20,Mechanical,1,81.4,4.1,2.1,78.1,80.1,85.4,8.42,3,8,No,No,Yes,Tier 2,10.71
STU0939,Male,23,IT,3,88.6,3.5,0.8,68.7,82.3,75.7,7.95,4,3,No,Yes,No,Not Placed,0.0
STU0940,Female,22,Civil,1,78.7,5.5,1.1,66.7,79.1,90.4,7.96,0,3,Yes,No,Yes,Tier 3,6.29
STU0941,Male,21,CSE,1,78.3,3.8,3.8,67.7,79.9,93.2,8.9,2,4,No,Yes,Yes,Tier 2,13.94
STU0942,Female,19,CSE,3,78.7,2.6,2.5,75.0,72.1,77.9,7.6,2,3,No,Yes,Yes,Tier 3,5.26
STU0943,Female,23,Mechanical,1,86.4,4.3,4.0,71.9,75.5,90.8,7.84,2,6,Yes,Yes,Yes,Tier 3,4.87
STU0944,Female,19,IT,2,72.0,1.0,4.3,48.6,82.2,56.8,7.82,2,1,Yes,No,Yes,Tier 3,4.59
STU0945,Male,18,IT,3,77.5,6.2,3.8,77.2,69.8,100.0,8.56,2,2,No,No,Yes,Tier 2,8.89
STU0946,Male,22,CSE,4,90.3,1.7,4.4,75.6,86.1,64.1,7.51,4,2,Yes,Yes,Yes,Tier 3,7.57
STU0947,Male,18,Mechanical,1,78.1,4.9,1.4,49.6,68.0,71.9,6.92,3,2,Yes,No,No,Not Placed,0.0
STU0948,Female,23,Mechanical,4,77.6,4.7,3.4,79.0,76.5,85.2,7.89,2,2,Yes,Yes,Yes,Tier 3,6.32
STU0949,Female,19,ECE,1,71.0,2.4,1.8,75.8,73.8,80.9,7.32,6,4,No,Yes,Yes,Tier 3,6.14
STU0950,Female,19,Civil,2,87.2,4.5,0.9,64.3,83.8,100.0,8.79,3,2,No,No,Yes,Tier 2,9.21
STU0951,Female,22,IT,3,85.4,3.0,3.2,60.6,90.4,67.0,7.81,3,4,Yes,Yes,Yes,Tier 3,5.59
STU0952,Female,23,CSE,4,89.8,3.6,3.6,83.5,71.9,84.5,6.96,2,5,No,No,No,Not Placed,0.0
STU0953,Male,21,ECE,3,81.1,4.4,2.0,78.8,76.7,89.9,7.58,1,0,No,Yes,No,Not Placed,0.0
STU0954,Female,21,Mechanical,4,84.5,3.7,2.6,75.3,82.5,98.1,8.23,1,0,Yes,Yes,No,Not Placed,0.0
STU0955,Male,22,CSE,1,84.5,2.6,3.6,67.9,82.6,65.3,6.69,2,3,Yes,No,No,Not Placed,0.0
STU0956,Male,23,CSE,2,70.6,4.3,1.6,57.5,67.8,95.1,7.71,5,4,Yes,Yes,Yes,Tier 3,7.96
STU0957,Male,22,Mechanical,4,100.0,3.6,3.7,84.8,88.1,88.8,8.98,2,6,Yes,No,Yes,Tier 2,11.38
STU0958,Male,23,Civil,4,89.8,3.7,1.1,69.3,79.7,77.8,8.16,0,7,No,Yes,Yes,Tier 2,8.38
STU0959,Male,18,ECE,2,82.6,3.7,3.1,65.3,82.2,81.8,7.69,2,3,Yes,No,Yes,Tier 3,5.59
STU0960,Female,22,CSE,2,80.2,2.2,0.7,75.4,74.5,84.8,8.05,2,3,Yes,Yes,Yes,Tier 2,8.38
STU0961,Male,23,Civil,2,92.6,2.5,4.5,83.8,80.8,78.2,7.29,4,7,No,No,Yes,Tier 3,6.6
STU0962,Female,21,Civil,2,82.8,3.1,3.5,82.5,78.6,80.7,8.57,0,3,Yes,Yes,Yes,Tier 2,10.94
STU0963,Male,23,ECE,2,89.3,4.3,5.5,59.6,75.7,87.1,7.88,2,4,No,No,Yes,Tier 3,4.61
STU0964,Male,23,Mechanical,3,77.4,2.7,1.1,63.6,67.6,66.9,6.09,2,1,Yes,Yes,No,Not Placed,0.0
STU0965,Male,22,Mechanical,1,75.0,5.2,3.5,63.5,61.9,84.7,8.34,1,1,Yes,Yes,Yes,Tier 2,13.93
STU0966,Male,18,Civil,1,80.7,4.0,2.5,69.2,74.3,84.0,7.67,3,6,No,Yes,No,Not Placed,0.0
STU0967,Female,18,Mechanical,4,82.1,4.2,0.3,60.0,70.2,89.0,8.68,2,5,No,No,No,Not Placed,0.0
STU0968,Male,18,ECE,2,85.4,3.4,2.7,76.5,75.3,85.8,8.26,3,2,Yes,No,Yes,Tier 2,12.13
STU0969,Female,18,ECE,3,93.7,1.9,3.4,91.6,91.8,64.5,7.65,0,2,No,No,No,Not Placed,0.0
STU0970,Male,20,IT,3,90.9,4.4,5.5,65.5,78.3,93.1,7.54,2,2,No,Yes,No,Not Placed,0.0
STU0971,Female,22,ECE,4,92.5,2.9,1.7,77.4,91.3,81.8,8.25,0,7,Yes,No,Yes,Tier 2,11.4
STU0972,Female,19,Mechanical,2,76.1,2.0,3.2,76.9,76.1,69.4,6.63,0,3,Yes,No,No,Not Placed,0.0
STU0973,Female,22,Civil,1,79.6,2.8,3.0,66.9,72.5,80.1,7.45,0,1,Yes,No,Yes,Tier 3,7.17
STU0974,Male,20,IT,2,89.7,3.7,2.2,68.5,71.7,88.6,7.96,3,2,No,Yes,Yes,Tier 3,6.3
STU0975,Male,18,ECE,3,91.7,1.0,2.3,76.9,79.9,65.5,7.75,3,4,No,No,Yes,Tier 3,4.26
STU0976,Male,20,IT,2,87.9,3.4,3.6,79.2,75.7,69.6,7.01,1,2,Yes,No,Yes,Tier 3,5.03
STU0977,Female,21,ECE,1,77.5,5.0,2.3,57.5,83.2,93.9,9.31,0,5,Yes,Yes,Yes,Tier 1,23.6
STU0978,Male,21,ECE,1,73.7,3.8,2.1,73.8,87.6,82.6,7.52,1,1,Yes,Yes,Yes,Tier 3,4.42
STU0979,Male,22,CSE,4,83.9,5.2,1.7,69.4,85.2,99.4,8.41,0,5,No,No,Yes,Tier 2,9.75
STU0980,Female,22,ECE,3,74.9,3.3,0.2,60.9,66.5,66.0,6.91,2,3,No,No,Yes,Tier 3,6.43
STU0981,Male,19,CSE,2,85.7,5.2,3.9,59.9,78.3,99.3,7.59,0,3,No,Yes,No,Not Placed,0.0
STU0982,Female,19,CSE,2,92.0,2.2,1.7,70.4,79.2,75.7,7.13,6,1,No,Yes,Yes,Tier 3,7.7
STU0983,Male,21,Mechanical,4,83.5,4.5,4.3,66.1,72.0,87.3,8.04,3,2,No,No,No,Not Placed,0.0
STU0984,Male,18,CSE,4,71.6,3.7,4.4,54.8,70.1,60.8,7.11,4,1,Yes,No,Yes,Tier 3,6.93
STU0985,Female,20,IT,4,77.9,5.4,6.0,71.6,72.9,100.0,8.0,3,4,Yes,Yes,Yes,Tier 2,11.55
STU0986,Male,19,CSE,3,88.9,3.3,3.2,75.1,94.1,82.2,8.1,2,4,No,No,No,Not Placed,0.0
STU0987,Female,23,CSE,2,85.8,2.5,3.3,80.0,80.5,59.7,7.2,2,4,No,No,Yes,Tier 3,4.85
STU0988,Male,19,Mechanical,4,86.4,4.4,3.4,78.2,84.8,93.1,7.78,0,4,Yes,Yes,Yes,Tier 3,4.77
STU0989,Male,18,IT,3,96.2,5.8,2.9,72.8,91.5,100.0,8.87,0,7,No,No,Yes,Tier 2,13.43
STU0990,Female,18,Civil,2,84.8,4.1,4.3,69.1,83.4,67.6,7.31,2,3,Yes,No,No,Not Placed,0.0
STU0991,Female,22,IT,1,84.5,3.7,2.4,65.5,88.2,80.2,8.76,2,2,No,Yes,Yes,Tier 2,14.49
STU0992,Female,20,CSE,4,88.9,2.3,3.3,61.1,76.5,65.3,7.32,4,4,No,No,Yes,Tier 3,4.48
STU0993,Male,18,IT,3,72.6,4.9,2.3,68.0,79.0,94.8,8.37,0,3,Yes,No,Yes,Tier 2,12.73
STU0994,Female,19,Mechanical,2,78.4,3.7,0.5,69.4,89.9,79.8,8.4,0,3,Yes,No,No,Not Placed,0.0
STU0995,Male,19,ECE,2,76.1,4.6,3.6,62.0,67.3,88.2,7.84,4,3,Yes,No,Yes,Tier 3,6.91
STU0996,Male,21,Civil,4,87.2,4.0,0.0,79.4,75.9,88.0,7.62,4,5,No,Yes,No,Not Placed,0.0
STU0997,Female,18,ECE,4,74.6,6.2,3.3,63.3,69.0,100.0,8.56,2,2,No,Yes,No,Not Placed,0.0
STU0998,Male,23,IT,2,86.5,3.1,4.1,82.4,95.5,86.0,8.85,1,2,No,No,No,Not Placed,0.0
STU0999,Female,22,Mechanical,3,80.3,3.2,3.4,67.9,66.6,96.4,7.93,0,2,No,No,Yes,Tier 3,6.04
STU1000,Male,20,Civil,1,79.2,5.0,1.3,58.2,75.5,88.7,8.09,3,3,Yes,No,Yes,Tier 2,10.32
STU1001,Male,23,IT,2,89.3,5.0,4.8,86.3,83.6,97.6,9.39,2,1,Yes,Yes,Yes,Tier 1,25.63
STU1002,Male,22,CSE,3,71.3,5.1,5.2,67.1,66.3,93.5,8.01,0,4,No,Yes,Yes,Tier 2,11.2
STU1003,Female,19,ECE,4,78.1,3.8,3.5,60.4,66.1,77.5,7.2,4,1,No,No,No,Not Placed,0.0
STU1004,Female,23,IT,2,100.0,4.0,5.3,76.8,78.4,83.1,7.47,1,5,No,Yes,Yes,Tier 3,5.83
STU1005,Female,22,Civil,4,96.8,2.2,5.7,71.6,81.4,62.5,6.78,2,0,No,No,No,Not Placed,0.0
STU1006,Female,19,IT,1,67.5,3.6,1.5,70.1,64.5,74.2,7.14,0,5,No,Yes,No,Not Placed,0.0
STU1007,Female,19,CSE,4,77.9,4.1,1.1,51.2,85.5,72.1,7.4,1,2,No,Yes,Yes,Tier 3,4.41
STU1008,Female,19,Civil,1,82.5,4.1,3.6,72.6,72.0,87.9,8.12,2,4,Yes,No,Yes,Tier 2,12.41
STU1009,Male,19,Mechanical,4,70.7,2.9,0.0,50.1,66.1,63.3,6.55,3,2,Yes,No,Yes,Tier 3,4.36
STU1010,Male,19,CSE,4,98.1,2.5,2.2,63.9,87.2,76.0,9.0,2,1,Yes,Yes,Yes,Tier 1,19.19
STU1011,Male,21,Civil,1,82.2,5.1,1.5,73.5,78.4,81.4,7.9,2,2,No,Yes,No,Not Placed,0.0
STU1012,Female,23,IT,4,80.5,4.9,2.2,59.6,49.8,87.4,6.56,1,4,Yes,Yes,Yes,Tier 3,4.72
STU1013,Female,22,IT,3,85.0,3.5,0.7,77.3,70.5,79.1,7.55,0,4,No,No,No,Not Placed,0.0
STU1014,Male,21,Civil,4,84.9,5.0,2.3,79.4,73.4,90.0,7.85,3,2,Yes,No,Yes,Tier 3,7.78
STU1015,Female,21,ECE,2,75.2,4.9,3.4,62.8,64.5,83.8,7.77,4,5,Yes,Yes,Yes,Tier 3,4.32
STU1016,Female,18,CSE,4,92.5,1.8,5.1,79.8,88.9,53.3,7.0,4,5,No,No,Yes,Tier 3,5.85
STU1017,Male,18,IT,3,83.3,3.7,3.2,82.6,64.7,87.0,7.79,0,5,Yes,Yes,Yes,Tier 3,6.45
STU1018,Female,18,Mechanical,2,92.5,5.4,0.0,68.2,89.7,98.1,9.9,3,2,No,Yes,Yes,Tier 1,21.99
STU1019,Female,20,CSE,3,77.4,1.9,2.6,74.5,56.8,55.0,6.02,1,3,No,No,No,Not Placed,0.0
STU1020,Male,18,ECE,2,67.6,2.1,4.6,56.0,69.4,58.5,6.92,2,1,No,Yes,No,Not Placed,0.0
STU1021,Female,22,ECE,4,93.5,4.6,2.2,76.5,94.3,94.9,9.27,2,3,Yes,No,Yes,Tier 1,24.93
STU1022,Male,21,IT,3,87.9,5.4,3.5,68.4,74.2,90.8,8.18,1,5,Yes,No,Yes,Tier 2,8.22
STU1023,Female,22,ECE,4,91.3,3.5,4.3,70.5,80.8,81.0,7.22,1,2,Yes,Yes,No,Not Placed,0.0
STU1024,Female,23,Civil,2,91.8,3.2,2.8,72.6,89.1,78.7,8.33,2,3,Yes,Yes,Yes,Tier 2,14.49
STU1025,Female,18,IT,3,82.2,1.8,3.0,65.4,84.1,59.2,6.29,1,4,Yes,Yes,Yes,Tier 3,5.42
STU1026,Male,20,IT,1,79.1,3.4,3.4,67.5,77.0,84.0,8.55,3,1,Yes,No,Yes,Tier 2,11.03
STU1027,Female,23,CSE,3,81.3,2.0,1.9,79.1,74.2,77.9,7.02,3,1,No,Yes,No,Not Placed,0.0
STU1028,Female,20,ECE,4,86.4,3.4,2.2,61.5,76.7,83.5,8.63,1,2,No,Yes,No,Not Placed,0.0
STU1029,Male,23,Civil,1,84.2,5.4,1.2,74.7,66.0,94.4,7.99,3,2,No,No,No,Not Placed,0.0
STU1030,Female,21,IT,1,67.4,2.2,1.8,53.4,60.5,57.2,6.65,2,3,No,Yes,No,Not Placed,0.0
STU1031,Male,22,IT,2,81.1,3.5,3.7,61.5,75.8,60.0,7.08,4,2,No,Yes,Yes,Tier 3,6.15
STU1032,Female,19,IT,1,93.3,4.8,3.3,61.5,83.8,94.2,8.87,1,2,Yes,No,Yes,Tier 2,12.51
STU1033,Male,22,ECE,1,82.0,2.9,0.8,78.7,96.6,85.1,7.71,2,1,No,No,No,Not Placed,0.0
STU1034,Male,18,CSE,2,99.8,4.3,1.1,78.0,91.1,100.0,8.68,3,6,Yes,No,Yes,Tier 2,8.88
STU1035,Male,19,Mechanical,3,74.3,4.8,1.6,58.7,69.4,100.0,8.44,1,2,No,No,Yes,Tier 2,10.57
STU1036,Female,20,CSE,4,84.8,3.9,0.4,72.7,81.5,93.9,8.42,6,1,No,Yes,Yes,Tier 2,12.17
STU1037,Male,21,Mechanical,3,74.1,3.9,2.9,63.0,57.9,84.8,7.17,2,1,No,No,No,Not Placed,0.0
STU1038,Female,21,ECE,1,75.2,2.5,1.6,75.2,73.3,73.4,7.41,5,3,No,Yes,Yes,Tier 3,6.11
STU1039,Male,20,ECE,4,75.2,3.3,3.3,58.2,78.1,92.9,8.17,1,1,Yes,Yes,Yes,Tier 2,8.36
STU1040,Male,18,CSE,3,99.7,4.0,4.0,78.7,90.4,91.5,9.46,3,4,No,No,Yes,Tier 1,26.25
STU1041,Male,20,Mechanical,4,80.0,1.5,0.0,75.8,74.5,82.2,8.26,3,5,Yes,Yes,Yes,Tier 2,10.71
STU1042,Female,23,CSE,1,76.4,1.1,1.6,58.5,77.8,44.8,6.92,5,2,Yes,No,Yes,Tier 3,4.08
STU1043,Male,18,CSE,3,82.0,3.6,0.2,66.4,73.8,76.7,8.2,1,2,Yes,Yes,No,Not Placed,0.0
STU1044,Female,19,ECE,4,80.2,4.3,0.0,58.9,78.3,88.5,8.29,2,3,No,Yes,No,Not Placed,0.0
STU1045,Female,20,Mechanical,4,88.5,3.9,3.3,66.7,71.7,58.3,6.31,1,1,Yes,No,No,Not Placed,0.0
STU1046,Female,18,CSE,3,65.7,1.9,2.8,48.7,58.8,51.4,5.91,3,4,No,Yes,No,Not Placed,0.0
STU1047,Male,19,CSE,3,74.4,5.1,1.7,57.4,82.3,99.3,8.78,1,3,Yes,Yes,Yes,Tier 2,13.58
STU1048,Male,20,Mechanical,1,88.8,3.9,1.1,63.4,77.9,77.7,7.71,1,2,No,Yes,No,Not Placed,0.0
STU1049,Female,21,Mechanical,2,78.1,5.0,0.9,62.6,77.6,91.3,7.65,0,3,Yes,No,Yes,Tier 3,4.02
STU1050,Male,20,CSE,4,76.0,3.0,2.8,74.6,66.7,64.7,6.93,0,4,Yes,Yes,No,Not Placed,0.0
STU1051,Female,22,ECE,3,75.6,4.1,2.2,68.8,63.8,82.1,6.95,1,1,Yes,No,Yes,Tier 3,4.81
STU1052,Male,20,IT,3,87.8,4.4,1.2,83.7,74.5,89.3,8.78,1,2,No,Yes,Yes,Tier 2,13.07
STU1053,Female,22,ECE,3,87.4,5.0,3.1,70.0,82.1,100.0,8.97,2,1,No,No,Yes,Tier 2,12.15
STU1054,Female,19,Civil,4,89.7,4.9,2.9,67.2,63.3,99.1,7.99,4,5,No,Yes,Yes,Tier 3,6.23
STU1055,Female,20,CSE,1,72.7,2.8,1.0,64.0,73.0,63.6,6.96,4,1,Yes,No,Yes,Tier 3,6.03
STU1056,Male,19,Mechanical,2,72.2,3.7,1.8,59.8,76.5,69.3,7.96,2,2,No,Yes,Yes,Tier 3,7.83
STU1057,Female,19,IT,4,91.1,3.2,3.8,78.4,73.5,93.7,7.56,7,1,Yes,No,Yes,Tier 3,4.24
STU1058,Male,18,ECE,1,83.6,4.0,3.6,58.9,78.7,68.9,7.13,2,5,No,No,Yes,Tier 3,5.85
STU1059,Male,19,ECE,4,77.2,2.1,1.5,66.9,74.9,70.7,7.49,3,1,Yes,Yes,Yes,Tier 3,7.87
STU1060,Female,19,Civil,4,80.7,1.9,5.0,81.4,68.4,70.0,6.23,1,5,No,No,No,Not Placed,0.0
STU1061,Female,20,CSE,3,72.1,6.7,2.2,57.3,69.9,100.0,8.24,1,7,Yes,No,Yes,Tier 2,9.84
STU1062,Female,20,CSE,1,77.8,6.1,3.7,64.3,73.8,100.0,8.24,2,8,No,Yes,Yes,Tier 2,8.23
STU1063,Female,21,CSE,3,83.3,5.2,0.9,57.0,69.7,86.3,8.73,2,3,No,No,Yes,Tier 2,11.33
STU1064,Male,18,Civil,3,84.8,4.4,2.3,80.5,74.6,84.9,7.78,6,7,Yes,Yes,Yes,Tier 3,7.08
STU1065,Male,19,Mechanical,1,81.3,4.7,1.1,68.9,75.5,82.3,7.34,2,2,Yes,No,No,Not Placed,0.0
STU1066,Female,18,ECE,3,80.5,4.7,0.0,65.1,77.5,79.5,7.35,1,3,Yes,Yes,Yes,Tier 3,4.8
STU1067,Male,22,CSE,3,87.9,5.8,2.4,73.7,94.1,100.0,7.95,2,1,Yes,Yes,Yes,Tier 3,4.99
STU1068,Male,19,Civil,2,81.2,3.2,2.0,69.1,67.9,83.0,8.23,1,2,Yes,Yes,Yes,Tier 2,9.13
STU1069,Male,18,Mechanical,1,78.4,2.9,4.1,62.5,85.0,62.9,7.31,1,1,Yes,Yes,Yes,Tier 3,5.44
STU1070,Male,21,ECE,1,75.9,3.8,1.6,55.5,65.8,67.5,6.8,2,5,Yes,No,Yes,Tier 3,7.54
STU1071,Male,21,IT,3,67.9,4.5,2.9,63.6,68.9,88.2,8.17,1,1,No,Yes,No,Not Placed,0.0
STU1072,Male,19,CSE,3,87.2,3.5,1.9,73.1,86.0,92.7,8.71,3,1,No,Yes,Yes,Tier 2,9.42
STU1073,Male,22,ECE,1,93.7,3.1,1.0,73.4,85.4,83.9,8.12,1,4,Yes,Yes,Yes,Tier 2,9.84
STU1074,Male,21,Mechanical,1,75.4,5.5,3.7,64.0,53.9,96.3,7.27,1,3,No,No,Yes,Tier 3,7.54
STU1075,Female,21,CSE,4,71.8,2.8,1.6,73.1,79.6,66.3,7.02,2,5,Yes,Yes,Yes,Tier 3,7.72
STU1076,Male,22,ECE,1,77.0,5.6,1.8,69.7,76.1,100.0,8.53,0,5,Yes,Yes,Yes,Tier 2,8.37
STU1077,Male,18,CSE,4,84.3,5.0,0.7,60.8,72.7,97.5,8.55,1,0,No,Yes,No,Not Placed,0.0
STU1078,Female,21,Mechanical,3,78.0,6.1,0.0,78.2,73.0,100.0,7.86,1,1,Yes,Yes,Yes,Tier 3,6.16
STU1079,Male,20,ECE,2,77.8,6.4,3.2,73.2,77.3,100.0,8.48,3,3,No,No,Yes,Tier 2,10.08
STU1080,Female,23,CSE,2,81.3,4.2,2.4,74.6,80.3,98.2,9.05,4,4,No,No,Yes,Tier 1,17.53
STU1081,Female,23,ECE,4,82.8,6.3,3.9,64.2,80.8,100.0,8.13,2,2,Yes,No,Yes,Tier 2,11.63
STU1082,Male,21,IT,3,84.9,4.4,3.3,78.5,71.7,99.9,8.64,2,1,Yes,Yes,Yes,Tier 2,13.45
STU1083,Male,18,CSE,3,79.6,4.3,0.6,70.2,74.7,72.1,6.8,3,1,Yes,Yes,Yes,Tier 3,4.69
STU1084,Female,18,Mechanical,3,79.5,4.0,2.5,59.4,68.0,87.4,7.52,2,4,No,No,Yes,Tier 3,5.29
STU1085,Female,19,CSE,1,66.6,3.3,2.4,63.9,74.4,73.8,6.59,2,6,Yes,No,Yes,Tier 3,6.28
STU1086,Male,20,IT,3,89.5,4.7,4.0,81.8,77.8,99.0,8.61,2,2,Yes,Yes,Yes,Tier 2,14.24
STU1087,Female,18,CSE,1,84.0,5.2,4.3,75.7,80.5,97.8,8.22,0,1,Yes,No,No,Not Placed,0.0
STU1088,Male,22,CSE,4,94.1,2.1,0.0,62.4,77.9,56.8,6.01,2,4,Yes,Yes,No,Not Placed,0.0
STU1089,Female,20,CSE,2,86.1,6.9,4.1,75.6,78.7,97.8,8.53,1,6,Yes,No,No,Not Placed,0.0
STU1090,Male,23,CSE,4,81.4,5.7,3.9,66.9,74.2,100.0,8.85,2,2,Yes,No,Yes,Tier 2,14.24
STU1091,Female,20,ECE,3,70.1,3.1,1.3,48.5,60.3,54.8,6.36,2,2,No,No,No,Not Placed,0.0
STU1092,Female,22,CSE,3,68.9,4.5,2.4,68.1,78.2,93.2,8.42,3,3,No,No,Yes,Tier 2,12.62
STU1093,Female,21,Mechanical,4,90.4,3.7,0.0,80.2,85.5,83.9,8.43,0,4,Yes,No,Yes,Tier 2,13.15
STU1094,Male,22,CSE,1,86.5,4.2,2.4,72.3,68.1,97.1,7.84,5,5,Yes,Yes,No,Not Placed,0.0
STU1095,Male,22,CSE,1,93.7,3.6,0.9,68.4,75.3,94.1,8.27,4,5,No,No,Yes,Tier 2,8.76
STU1096,Male,21,IT,1,89.4,4.4,3.3,85.3,74.9,95.6,9.15,0,5,No,No,Yes,Tier 1,25.16
STU1097,Male,21,Civil,2,79.0,2.5,3.1,72.8,85.0,67.3,7.5,1,0,Yes,Yes,No,Not Placed,0.0
STU1098,Male,21,ECE,2,63.6,6.4,2.4,64.8,73.7,100.0,8.08,4,5,No,Yes,No,Not Placed,0.0
STU1099,Female,21,Mechanical,3,86.8,2.6,2.8,80.1,80.1,79.6,7.93,0,8,Yes,No,Yes,Tier 3,5.34
STU1100,Male,21,CSE,4,73.9,4.5,1.3,75.3,59.3,88.0,7.35,0,2,Yes,Yes,No,Not Placed,0.0
